id,state_code,div_no,month,tmax_f,tmin_f,pcpn_in,climdiv_id
1606,9,3,6,86.30,64.50,4.64,903
1607,9,3,7,89.20,68.30,4.32,903
1608,9,3,8,87.80,67.30,4.84,903
1609,9,3,9,82.60,61.40,4.04,903
1610,9,3,10,73.10,50.10,3.63,903
1611,9,3,11,63.30,39.60,4.04,903
1612,9,3,12,55.30,34.50,4.99,903
1613,9,4,1,55.90,33.80,4.69,904
1614,9,4,2,60.20,36.70,4.75,904
1615,9,4,3,67.70,42.80,4.99,904
1616,9,4,4,75.20,48.90,4.16,904
1617,9,4,5,82.30,57.90,3.37,904
1618,9,4,6,87.80,65.70,4.40,904
1619,9,4,7,90.20,69.20,4.91,904
1620,9,4,8,89.20,68.40,4.30,904
1621,9,4,9,84.50,62.60,3.69,904
1622,9,4,10,75.30,51.50,3.08,904
1623,9,4,11,65.70,41.00,3.94,904
1624,9,4,12,57.80,36.30,4.99,904
1625,9,5,1,57.80,35.10,4.29,905
1626,9,5,2,61.80,38.00,4.18,905
1627,9,5,3,69.20,44.00,4.59,905
1628,9,5,4,76.70,50.20,3.53,905
1629,9,5,5,84.00,59.00,2.92,905
1630,9,5,6,89.40,66.80,4.35,905
1631,9,5,7,92.00,70.30,4.49,905
1632,9,5,8,90.60,69.50,4.72,905
1633,9,5,9,85.80,63.90,3.81,905
1634,9,5,10,77.00,52.90,2.85,905
1635,9,5,11,67.40,42.20,3.16,905
1636,9,5,12,59.90,37.30,4.44,905
1637,9,6,1,58.90,36.20,3.97,906
1638,9,6,2,62.90,39.00,3.80,906
1639,9,6,3,69.90,44.90,4.09,906
1640,9,6,4,77.30,51.30,3.15,906
1641,9,6,5,84.40,59.70,3.26,906
1642,9,6,6,89.50,67.50,4.88,906
1643,9,6,7,92.10,70.80,4.95,906
1644,9,6,8,90.60,70.10,4.99,906
1645,9,6,9,86.00,64.80,3.75,906
1646,9,6,10,77.60,53.80,2.90,906
1647,9,6,11,68.20,43.30,2.89,906
1648,9,6,12,61.00,38.20,3.88,906
1649,9,7,1,60.80,38.00,4.75,907
1650,9,7,2,65.00,41.10,4.58,907
1651,9,7,3,71.90,46.80,4.83,907
1652,9,7,4,78.40,52.60,4.01,907
1653,9,7,5,85.50,61.20,2.98,907
1654,9,7,6,89.90,68.50,5.11,907
1655,9,7,7,91.60,71.00,5.64,907
1656,9,7,8,90.70,70.50,4.96,907
1657,9,7,9,87.30,66.00,4.17,907
1658,9,7,10,79.40,55.70,2.78,907
1659,9,7,11,69.90,45.10,3.30,907
1660,9,7,12,62.90,40.40,4.77,907
1661,9,8,1,61.30,38.50,4.37,908
1662,9,8,2,65.40,41.60,4.02,908
1663,9,8,3,72.00,47.00,4.52,908
1664,9,8,4,78.60,52.70,3.49,908
1665,9,8,5,85.60,61.00,2.90,908
1666,9,8,6,90.00,68.20,5.43,908
1667,9,8,7,92.00,70.90,5.35,908
1668,9,8,8,91.00,70.70,5.25,908
1669,9,8,9,87.10,65.90,4.22,908
1670,9,8,10,79.50,55.90,2.94,908
1671,9,8,11,70.30,45.40,2.67,908
1672,9,8,12,63.60,40.60,3.87,908
1673,9,9,1,62.60,39.50,3.74,909
1674,9,9,2,66.40,42.60,3.38,909
1675,9,9,3,72.60,47.80,3.78,909
1676,9,9,4,79.20,53.90,3.20,909
1677,9,9,5,85.90,61.90,3.06,909
1678,9,9,6,90.40,69.00,6.10,909
1679,9,9,7,92.80,72.00,5.52,909
1680,9,9,8,91.30,71.70,6.24,909
1681,9,9,9,87.10,67.60,4.77,909
1682,9,9,10,79.70,57.60,3.53,909
1683,9,9,11,71.20,47.40,2.28,909
1684,9,9,12,64.70,41.90,3.20,909
1685,10,1,1,32.30,22.10,4.43,1001
1686,10,1,2,36.30,22.50,3.07,1001
1687,10,1,3,43.80,26.80,3.74,1001
1688,10,1,4,52.20,31.90,2.68,1001
1689,10,1,5,62.10,39.30,2.79,1001
1690,10,1,6,67.80,45.00,2.62,1001
1691,10,1,7,78.10,50.50,1.09,1001
1692,10,1,8,77.90,49.60,0.92,1001
1693,10,1,9,67.70,42.60,1.47,1001
1694,10,1,10,52.10,33.80,3.01,1001
1695,10,1,11,38.50,27.10,4.56,1001
1696,10,1,12,31.40,21.70,4.62,1001
1697,10,2,1,36.30,23.10,3.66,1002
1698,10,2,2,40.60,24.20,2.99,1002
1699,10,2,3,47.90,28.20,3.24,1002
1700,10,2,4,54.80,32.70,3.04,1002
1701,10,2,5,64.20,39.40,2.97,1002
1702,10,2,6,70.60,44.90,2.52,1002
1703,10,2,7,81.80,50.30,0.88,1002
1704,10,2,8,82.30,49.30,0.80,1002
1705,10,2,9,72.60,42.80,1.21,1002
1706,10,2,10,57.20,34.80,2.52,1002
1707,10,2,11,42.90,28.10,3.74,1002
1708,10,2,12,35.00,22.60,3.80,1002
1709,10,3,1,38.20,24.90,2.23,1003
1710,10,3,2,43.00,26.20,1.95,1003
1711,10,3,3,51.00,30.30,2.49,1003
1712,10,3,4,58.20,35.00,2.54,1003
1713,10,3,5,67.40,41.80,2.68,1003
1714,10,3,6,74.10,47.40,2.25,1003
1715,10,3,7,85.50,53.20,0.78,1003
1716,10,3,8,85.90,52.20,0.71,1003
1717,10,3,9,75.90,45.40,1.01,1003
1718,10,3,10,60.10,36.70,1.93,1003
1719,10,3,11,45.40,29.70,2.51,1003
1720,10,3,12,36.90,24.40,2.43,1003
1721,10,4,1,32.40,16.30,4.38,1004
1722,10,4,2,36.20,17.10,3.44,1004
1723,10,4,3,43.40,22.00,3.72,1004
1724,10,4,4,49.90,27.20,3.04,1004
1725,10,4,5,59.40,34.60,2.81,1004
1726,10,4,6,66.90,40.50,2.37,1004
1727,10,4,7,78.30,47.00,0.86,1004
1728,10,4,8,77.50,45.90,0.82,1004
1729,10,4,9,67.70,39.10,1.37,1004
1730,10,4,10,52.70,30.70,2.66,1004
1731,10,4,11,38.60,22.20,3.96,1004
1732,10,4,12,30.80,15.80,4.76,1004
1733,10,5,1,37.80,23.10,1.79,1005
1734,10,5,2,44.60,26.10,1.27,1005
1735,10,5,3,54.60,31.70,1.49,1005
1736,10,5,4,61.90,36.10,1.29,1005
1737,10,5,5,71.70,44.00,1.49,1005
1738,10,5,6,80.50,50.60,0.93,1005
1739,10,5,7,91.50,58.00,0.28,1005
1740,10,5,8,89.90,56.10,0.23,1005
1741,10,5,9,79.60,47.50,0.47,1005
1742,10,5,10,64.40,37.20,0.94,1005
1743,10,5,11,48.20,28.90,1.44,1005
1744,10,5,12,37.80,22.90,2.00,1005
1745,10,6,1,38.40,20.20,1.48,1006
1746,10,6,2,41.80,22.10,1.07,1006
1747,10,6,3,49.50,27.50,1.35,1006
1748,10,6,4,55.60,31.50,1.50,1006
1749,10,6,5,65.20,39.00,1.81,1006
1750,10,6,6,75.00,45.50,1.10,1006
1751,10,6,7,86.60,53.80,0.40,1006
1752,10,6,8,85.10,52.30,0.36,1006
1753,10,6,9,75.30,43.80,0.60,1006
1754,10,6,10,61.00,33.90,0.96,1006
1755,10,6,11,46.60,25.40,1.18,1006
1756,10,6,12,37.70,19.40,1.67,1006
1757,10,7,1,34.80,18.50,1.32,1007
1758,10,7,2,40.20,21.40,0.84,1007
1759,10,7,3,50.50,28.10,1.03,1007
1760,10,7,4,58.90,33.20,0.95,1007
1761,10,7,5,68.90,41.10,1.25,1007
1762,10,7,6,78.30,47.80,0.72,1007
1763,10,7,7,88.80,55.10,0.24,1007
1764,10,7,8,87.20,53.30,0.29,1007
1765,10,7,9,77.00,44.60,0.50,1007
1766,10,7,10,62.40,34.60,0.82,1007
1767,10,7,11,46.60,25.60,0.94,1007
1768,10,7,12,35.00,18.70,1.43,1007
1769,10,8,1,29.50,11.40,1.43,1008
1770,10,8,2,33.00,13.00,1.25,1008
1771,10,8,3,41.50,19.80,1.55,1008
1772,10,8,4,48.80,25.60,1.81,1008
1773,10,8,5,58.20,34.00,2.12,1008
1774,10,8,6,66.80,40.40,1.97,1008
1775,10,8,7,77.90,47.60,0.85,1008
1776,10,8,8,76.50,46.30,0.87,1008
1777,10,8,9,66.50,38.90,1.16,1008
1778,10,8,10,51.70,29.10,1.45,1008
1779,10,8,11,37.10,18.80,1.38,1008
1780,10,8,12,28.30,11.00,1.62,1008
1781,10,9,1,30.00,12.30,1.07,1009
1782,10,9,2,34.90,15.40,0.82,1009
1783,10,9,3,46.10,24.20,0.97,1009
1784,10,9,4,55.70,30.40,1.14,1009
1785,10,9,5,65.70,38.40,1.60,1009
1786,10,9,6,75.10,45.10,1.20,1009
1787,10,9,7,85.80,51.70,0.53,1009
1788,10,9,8,84.30,49.80,0.62,1009
1789,10,9,9,73.70,41.40,0.83,1009
1790,10,9,10,58.20,31.10,0.95,1009
1791,10,9,11,42.20,21.00,0.81,1009
1792,10,9,12,30.50,13.00,1.16,1009
1793,10,10,1,31.00,14.60,2.36,1010
1794,10,10,2,34.90,16.30,1.89,1010
1795,10,10,3,44.00,23.40,1.96,1010
1796,10,10,4,51.80,29.00,2.08,1010
1797,10,10,5,61.80,36.90,2.45,1010
1798,10,10,6,71.40,43.70,1.58,1010
1799,10,10,7,81.80,50.90,0.81,1010
1800,10,10,8,80.60,49.60,0.99,1010
1801,10,10,9,70.40,41.40,1.37,1010
1802,10,10,10,55.40,31.70,1.68,1010
1803,10,10,11,40.70,22.10,1.78,1010
1804,10,10,12,30.60,14.70,2.37,1010
1805,11,1,1,29.60,13.50,1.61,1101
1806,11,1,2,34.40,17.50,1.72,1101
1807,11,1,3,47.20,27.90,2.41,1101
1808,11,1,4,60.70,38.00,3.73,1101
1809,11,1,5,71.90,49.60,4.61,1101
1810,11,1,6,81.00,59.20,5.09,1101
1811,11,1,7,83.80,63.00,4.12,1101
1812,11,1,8,81.90,60.70,3.92,1101
1813,11,1,9,75.80,52.80,3.64,1101
1814,11,1,10,63.00,41.10,2.93,1101
1815,11,1,11,47.60,30.00,2.41,1101
1816,11,1,12,34.80,19.50,1.97,1101
1817,11,2,1,30.50,15.30,1.91,1102
1818,11,2,2,35.00,18.80,1.77,1102
1819,11,2,3,46.90,28.10,2.30,1102
1820,11,2,4,59.90,37.80,3.73,1102
1821,11,2,5,71.20,48.90,4.56,1102
1822,11,2,6,80.50,58.60,4.57,1102
1823,11,2,7,83.80,63.10,3.92,1102
1824,11,2,8,81.90,61.30,3.90,1102
1825,11,2,9,75.80,53.70,3.40,1102
1826,11,2,10,63.00,41.90,3.21,1102
1827,11,2,11,47.90,31.10,2.51,1102
1828,11,2,12,35.60,21.00,2.04,1102
1829,11,3,1,33.10,16.80,1.76,1103
1830,11,3,2,38.20,20.90,1.87,1103
1831,11,3,3,50.60,30.60,2.49,1103
1832,11,3,4,63.30,40.70,3.93,1103
1833,11,3,5,73.60,52.20,5.02,1103
1834,11,3,6,82.50,61.70,4.77,1103
1835,11,3,7,85.60,65.10,4.01,1103
1836,11,3,8,84.00,62.80,3.72,1103
1837,11,3,9,77.90,54.80,3.60,1103
1838,11,3,10,65.20,43.10,3.10,1103
1839,11,3,11,50.40,32.10,2.57,1103
1840,11,3,12,38.10,22.30,2.00,1103
1841,11,4,1,33.30,17.10,2.06,1104
1842,11,4,2,38.40,21.00,1.88,1104
1843,11,4,3,50.60,30.50,2.57,1104
1844,11,4,4,63.60,40.30,3.88,1104
1845,11,4,5,74.20,51.80,4.63,1104
1846,11,4,6,82.80,61.00,4.32,1104
1847,11,4,7,85.40,64.30,4.04,1104
1848,11,4,8,83.90,62.00,3.55,1104
1849,11,4,9,78.40,54.20,3.29,1104
1850,11,4,10,65.60,42.70,3.20,1104
1851,11,4,11,50.60,32.00,2.77,1104
1852,11,4,12,38.20,22.60,2.16,1104
1853,11,5,1,33.20,17.20,2.22,1105
1854,11,5,2,38.00,20.90,1.90,1105
1855,11,5,3,49.90,30.00,2.57,1105
1856,11,5,4,63.00,39.60,3.86,1105
1857,11,5,5,73.80,51.00,4.49,1105
1858,11,5,6,82.60,60.40,4.65,1105
1859,11,5,7,84.80,63.60,4.27,1105
1860,11,5,8,83.30,61.30,3.58,1105
1861,11,5,9,78.30,53.90,3.19,1105
1862,11,5,10,65.50,42.60,3.25,1105
1863,11,5,11,50.20,32.00,2.90,1105
1864,11,5,12,38.10,22.60,2.22,1105
1865,11,6,1,36.40,20.30,2.30,1106
1866,11,6,2,41.80,24.20,2.05,1106
1867,11,6,3,53.00,33.00,2.95,1106
1868,11,6,4,65.40,42.70,4.37,1106
1869,11,6,5,75.10,53.80,4.80,1106
1870,11,6,6,83.80,62.80,4.50,1106
1871,11,6,7,86.80,66.10,3.91,1106
1872,11,6,8,85.50,63.80,3.44,1106
1873,11,6,9,79.50,55.90,3.24,1106
1874,11,6,10,67.40,44.50,3.20,1106
1875,11,6,11,52.90,34.10,3.12,1106
1876,11,6,12,41.10,25.10,2.31,1106
1877,11,7,1,36.80,21.00,2.84,1107
1878,11,7,2,41.90,24.60,2.31,1107
1879,11,7,3,52.80,33.40,3.30,1107
1880,11,7,4,65.20,43.00,4.71,1107
1881,11,7,5,75.00,53.90,4.79,1107
1882,11,7,6,83.80,62.60,4.86,1107
1883,11,7,7,86.50,65.90,4.19,1107
1884,11,7,8,85.30,63.60,3.27,1107
1885,11,7,9,79.70,55.90,3.18,1107
1886,11,7,10,67.60,44.70,3.55,1107
1887,11,7,11,52.80,34.30,3.68,1107
1888,11,7,12,41.20,25.80,2.76,1107
1889,11,8,1,40.90,23.90,3.00,1108
1890,11,8,2,46.20,27.50,2.74,1108
1891,11,8,3,56.40,35.80,3.96,1108
1892,11,8,4,67.90,45.20,5.05,1108
1893,11,8,5,76.70,55.60,5.10,1108
1894,11,8,6,85.30,64.30,4.41,1108
1895,11,8,7,88.30,67.80,3.98,1108
1896,11,8,8,87.30,65.50,3.22,1108
1897,11,8,9,80.90,57.50,3.27,1108
1898,11,8,10,69.60,46.20,3.39,1108
1899,11,8,11,55.60,35.90,3.95,1108
1900,11,8,12,44.70,27.90,3.15,1108
1901,11,9,1,40.80,24.40,3.38,1109
1902,11,9,2,45.90,27.80,3.03,1109
1903,11,9,3,56.00,35.90,4.32,1109
1904,11,9,4,67.70,45.20,5.12,1109
1905,11,9,5,76.50,55.50,5.04,1109
1906,11,9,6,85.00,64.00,4.58,1109
1907,11,9,7,87.90,67.50,4.11,1109
1908,11,9,8,87.00,65.20,3.32,1109
1909,11,9,9,81.00,57.60,3.38,1109
1910,11,9,10,69.50,46.00,3.55,1109
1911,11,9,11,55.50,36.00,4.08,1109
1912,11,9,12,44.70,28.10,3.54,1109
1913,12,1,1,32.40,16.90,2.38,1201
1914,12,1,2,36.70,20.10,1.99,1201
1915,12,1,3,48.20,28.70,2.51,1201
1916,12,1,4,61.10,38.10,3.74,1201
1917,12,1,5,72.10,49.30,4.32,1201
1918,12,1,6,81.10,59.10,4.75,1201
1919,12,1,7,83.70,62.60,4.35,1201
1920,12,1,8,82.10,60.60,4.07,1201
1921,12,1,9,76.70,52.80,3.26,1201
1922,12,1,10,64.20,42.10,3.36,1201
1923,12,1,11,49.20,31.90,2.79,1201
1924,12,1,12,37.30,22.70,2.29,1201
1925,12,2,1,32.30,17.50,2.57,1202
1926,12,2,2,36.50,20.30,2.11,1202
1927,12,2,3,47.90,28.60,2.56,1202
1928,12,2,4,60.90,38.20,3.76,1202
1929,12,2,5,71.90,49.20,4.31,1202
1930,12,2,6,80.70,59.00,4.57,1202
1931,12,2,7,83.60,62.20,4.24,1202
1932,12,2,8,81.70,60.40,4.00,1202
1933,12,2,9,76.20,52.70,3.23,1202
1934,12,2,10,63.60,42.10,3.23,1202
1935,12,2,11,49.10,32.10,2.99,1202
1936,12,2,12,37.20,23.20,2.47,1202
1937,12,3,1,32.10,17.70,2.50,1203
1938,12,3,2,36.10,20.10,2.01,1203
1939,12,3,3,47.30,28.30,2.49,1203
1940,12,3,4,60.60,38.30,3.75,1203
1941,12,3,5,71.60,49.10,4.41,1203
1942,12,3,6,80.40,58.90,4.24,1203
1943,12,3,7,83.60,62.00,4.01,1203
1944,12,3,8,81.50,60.30,3.84,1203
1945,12,3,9,75.80,52.70,3.09,1203
1946,12,3,10,63.20,42.20,2.99,1203
1947,12,3,11,48.80,32.00,3.02,1203
1948,12,3,12,37.10,23.30,2.41,1203
1949,12,4,1,35.20,19.00,2.82,1204
1950,12,4,2,40.00,22.30,2.29,1204
1951,12,4,3,51.10,31.00,3.16,1204
1952,12,4,4,63.70,40.70,4.47,1204
1953,12,4,5,74.00,51.60,4.62,1204
1954,12,4,6,82.30,60.60,5.06,1204
1955,12,4,7,84.80,63.60,4.42,1204
1956,12,4,8,83.70,61.60,3.34,1204
1957,12,4,9,78.40,53.80,3.17,1204
1958,12,4,10,66.10,42.90,3.44,1204
1959,12,4,11,51.50,32.90,3.43,1204
1960,12,4,12,39.80,24.20,2.81,1204
1961,12,5,1,35.10,19.80,2.99,1205
1962,12,5,2,39.70,22.80,2.44,1205
1963,12,5,3,50.50,31.10,3.32,1205
1964,12,5,4,63.20,40.80,4.38,1205
1965,12,5,5,73.20,51.50,4.76,1205
1966,12,5,6,81.50,60.50,5.04,1205
1967,12,5,7,84.20,63.60,4.33,1205
1968,12,5,8,83.00,61.70,3.51,1205
1969,12,5,9,77.50,54.00,3.24,1205
1970,12,5,10,65.30,43.30,3.28,1205
1971,12,5,11,51.30,33.10,3.42,1205
1972,12,5,12,39.60,24.80,2.99,1205
1973,12,6,1,34.40,19.20,2.94,1206
1974,12,6,2,38.60,22.20,2.36,1206
1975,12,6,3,49.30,30.50,3.34,1206
1976,12,6,4,62.50,40.10,4.20,1206
1977,12,6,5,72.70,50.50,4.60,1206
1978,12,6,6,81.10,59.70,4.86,1206
1979,12,6,7,84.00,62.60,4.22,1206
1980,12,6,8,82.50,60.80,3.54,1206
1981,12,6,9,77.00,53.30,3.12,1206
1982,12,6,10,64.80,42.80,3.08,1206
1983,12,6,11,50.70,32.70,3.30,1206
1984,12,6,12,39.00,24.60,2.91,1206
1985,12,7,1,39.80,23.00,3.39,1207
1986,12,7,2,44.70,26.00,2.97,1207
1987,12,7,3,55.00,34.20,4.17,1207
1988,12,7,4,67.00,43.80,5.08,1207
1989,12,7,5,76.10,54.30,5.32,1207
1990,12,7,6,84.40,62.90,4.78,1207
1991,12,7,7,87.20,66.30,4.34,1207
1992,12,7,8,86.20,64.20,3.19,1207
1993,12,7,9,80.50,56.50,3.56,1207
1994,12,7,10,68.90,45.10,3.55,1207
1995,12,7,11,54.90,34.80,3.96,1207
1996,12,7,12,44.00,27.30,3.67,1207
1997,12,8,1,39.80,22.50,3.56,1208
1998,12,8,2,44.70,25.40,3.14,1208
1999,12,8,3,54.70,33.20,4.32,1208
2000,12,8,4,66.50,42.50,5.14,1208
2001,12,8,5,75.40,52.90,5.35,1208
2002,12,8,6,83.30,61.30,4.83,1208
2003,12,8,7,86.10,64.80,4.30,1208
2004,12,8,8,85.50,62.70,3.44,1208
2005,12,8,9,79.60,55.20,3.55,1208
2006,12,8,10,68.10,43.80,3.51,1208
2007,12,8,11,54.70,33.90,3.82,1208
2008,12,8,12,43.80,26.90,3.83,1208
2009,12,9,1,39.00,22.50,3.37,1209
2010,12,9,2,43.60,25.10,2.98,1209
2011,12,9,3,53.70,33.20,4.10,1209
2012,12,9,4,65.90,42.70,4.88,1209
2013,12,9,5,75.00,52.70,5.22,1209
2014,12,9,6,82.60,61.20,4.91,1209
2015,12,9,7,85.70,64.80,4.37,1209
2016,12,9,8,84.90,63.10,3.60,1209
2017,12,9,9,79.00,55.70,3.30,1209
2018,12,9,10,67.30,44.30,3.41,1209
2019,12,9,11,54.00,34.20,3.49,1209
2020,12,9,12,43.10,27.00,3.77,1209
2021,13,1,1,25.50,8.00,0.71,1301
2022,13,1,2,30.50,12.30,0.85,1301
2023,13,1,3,43.70,24.30,1.66,1301
2024,13,1,4,58.40,35.20,3.24,1301
2025,13,1,5,70.30,47.20,4.27,1301
2026,13,1,6,80.30,58.20,4.84,1301
2027,13,1,7,83.50,61.80,3.58,1301
2028,13,1,8,80.90,59.20,3.70,1301
2029,13,1,9,74.50,50.50,3.15,1301
2030,13,1,10,60.80,37.80,2.35,1301
2031,13,1,11,44.20,24.50,1.40,1301
2032,13,1,12,30.30,13.60,0.99,1301
2033,13,2,1,24.40,7.80,0.89,1302
2034,13,2,2,29.30,12.30,1.04,1302
2035,13,2,3,42.50,24.20,1.93,1302
2036,13,2,4,57.70,35.60,3.77,1302
2037,13,2,5,69.70,47.30,4.88,1302
2038,13,2,6,79.50,58.10,5.42,1302
2039,13,2,7,82.30,61.50,4.35,1302
2040,13,2,8,79.90,58.70,4.15,1302
2041,13,2,9,73.90,50.60,3.37,1302
2042,13,2,10,60.40,37.90,2.50,1302
2043,13,2,11,43.70,25.60,1.65,1302
2044,13,2,12,30.00,14.30,1.27,1302
2045,13,3,1,25.30,8.90,1.14,1303
2046,13,3,2,30.10,12.90,1.23,1303
2047,13,3,3,43.40,24.60,2.02,1303
2048,13,3,4,57.80,35.40,3.91,1303
2049,13,3,5,69.50,47.30,4.72,1303
2050,13,3,6,78.90,57.50,5.91,1303
2051,13,3,7,82.00,61.30,4.68,1303
2052,13,3,8,79.90,58.80,4.19,1303
2053,13,3,9,73.40,50.80,3.79,1303
2054,13,3,10,60.30,38.50,2.84,1303
2055,13,3,11,44.10,26.60,2.04,1303
2056,13,3,12,30.90,15.60,1.54,1303
2057,13,4,1,28.60,10.70,0.77,1304
2058,13,4,2,33.60,15.10,0.97,1304
2059,13,4,3,47.10,26.50,1.81,1304
2060,13,4,4,60.60,36.90,3.44,1304
2061,13,4,5,71.40,48.50,4.72,1304
2062,13,4,6,81.10,59.20,4.96,1304
2063,13,4,7,84.20,62.90,3.85,1304
2064,13,4,8,81.90,60.40,4.25,1304
2065,13,4,9,75.90,51.60,3.25,1304
2066,13,4,10,62.80,39.40,2.46,1304
2067,13,4,11,46.60,26.60,1.48,1304
2068,13,4,12,33.30,16.10,1.16,1304
2069,13,5,1,27.90,10.80,0.92,1305
2070,13,5,2,32.80,15.30,1.12,1305
2071,13,5,3,46.30,26.60,2.00,1305
2072,13,5,4,60.20,37.50,3.79,1305
2073,13,5,5,71.20,49.00,4.96,1305
2074,13,5,6,80.70,59.50,5.42,1305
2075,13,5,7,83.80,63.00,4.22,1305
2076,13,5,8,81.70,60.30,4.28,1305
2077,13,5,9,75.60,52.00,3.46,1305
2078,13,5,10,62.50,39.80,2.67,1305
2079,13,5,11,46.50,27.70,1.85,1305
2080,13,5,12,33.30,16.80,1.36,1305
2081,13,6,1,28.50,12.10,1.21,1306
2082,13,6,2,33.30,16.30,1.46,1306
2083,13,6,3,46.90,27.40,2.21,1306
2084,13,6,4,60.50,37.80,3.78,1306
2085,13,6,5,71.60,49.60,4.62,1306
2086,13,6,6,80.70,59.60,5.36,1306
2087,13,6,7,83.70,63.20,4.32,1306
2088,13,6,8,81.80,60.70,4.14,1306
2089,13,6,9,75.60,52.60,3.65,1306
2090,13,6,10,62.60,40.50,2.93,1306
2091,13,6,11,46.90,28.80,2.18,1306
2092,13,6,12,33.90,18.20,1.70,1306
2093,13,7,1,31.80,13.40,0.83,1307
2094,13,7,2,36.90,17.60,1.11,1307
2095,13,7,3,50.10,28.70,1.98,1307
2096,13,7,4,62.50,38.70,3.51,1307
2097,13,7,5,72.50,50.10,5.28,1307
2098,13,7,6,81.90,60.50,5.20,1307
2099,13,7,7,85.30,64.40,4.19,1307
2100,13,7,8,83.50,62.00,4.17,1307
2101,13,7,9,77.00,53.10,3.44,1307
2102,13,7,10,64.50,40.90,2.80,1307
2103,13,7,11,49.00,28.60,1.69,1307
2104,13,7,12,36.30,18.50,1.30,1307
2105,13,8,1,31.60,13.60,0.98,1308
2106,13,8,2,36.70,17.90,1.34,1308
2107,13,8,3,49.60,28.50,2.10,1308
2108,13,8,4,62.10,39.30,3.89,1308
2109,13,8,5,71.90,50.30,5.22,1308
2110,13,8,6,81.30,60.40,5.12,1308
2111,13,8,7,85.20,64.50,4.30,1308
2112,13,8,8,83.50,61.90,4.20,1308
2113,13,8,9,76.60,53.40,3.69,1308
2114,13,8,10,63.90,41.20,2.83,1308
2115,13,8,11,49.00,29.50,2.00,1308
2116,13,8,12,36.60,19.10,1.43,1308
2117,13,9,1,31.50,14.40,1.32,1309
2118,13,9,2,36.40,18.50,1.62,1309
2119,13,9,3,49.40,29.00,2.33,1309
2120,13,9,4,62.40,39.60,3.71,1309
2121,13,9,5,72.50,51.00,5.12,1309
2122,13,9,6,81.60,60.90,5.13,1309
2123,13,9,7,85.20,64.60,4.12,1309
2124,13,9,8,83.50,62.10,4.06,1309
2125,13,9,9,76.90,53.80,3.62,1309
2126,13,9,10,64.10,42.00,2.93,1309
2127,13,9,11,49.10,30.30,2.23,1309
2128,13,9,12,36.60,20.20,1.67,1309
2129,14,1,1,42.60,17.00,0.41,1401
2130,14,1,2,45.70,19.60,0.54,1401
2131,14,1,3,56.60,28.00,1.04,1401
2132,14,1,4,65.20,36.10,1.98,1401
2133,14,1,5,74.60,46.70,3.09,1401
2134,14,1,6,86.30,57.40,2.96,1401
2135,14,1,7,91.30,63.00,3.46,1401
2136,14,1,8,88.60,61.20,3.01,1401
2137,14,1,9,81.10,51.70,1.66,1401
2138,14,1,10,67.80,38.50,1.58,1401
2139,14,1,11,54.10,26.60,0.71,1401
2140,14,1,12,43.50,18.40,0.55,1401
2141,14,2,1,39.50,17.40,0.64,1402
2142,14,2,2,44.30,20.60,0.85,1402
2143,14,2,3,55.80,30.30,1.52,1402
2144,14,2,4,65.90,39.50,2.46,1402
2145,14,2,5,75.40,50.30,4.31,1402
2146,14,2,6,86.40,61.20,3.80,1402
2147,14,2,7,91.20,66.10,4.19,1402
2148,14,2,8,88.60,64.20,3.54,1402
2149,14,2,9,81.10,54.90,2.46,1402
2150,14,2,10,68.20,42.00,2.00,1402
2151,14,2,11,53.80,29.40,1.18,1402
2152,14,2,12,41.90,20.30,0.93,1402
2153,14,3,1,37.70,17.60,0.79,1403
2154,14,3,2,43.30,21.60,1.17,1403
2155,14,3,3,54.90,31.90,2.13,1403
2156,14,3,4,65.40,41.60,3.48,1403
2157,14,3,5,75.00,52.60,5.02,1403
2158,14,3,6,84.40,62.70,4.84,1403
2159,14,3,7,88.80,67.00,4.60,1403
2160,14,3,8,87.10,64.90,4.00,1403
2161,14,3,9,79.60,55.70,3.35,1403
2162,14,3,10,67.50,43.50,2.77,1403
2163,14,3,11,53.20,31.30,1.74,1403
2164,14,3,12,41.40,21.70,1.30,1403
2165,14,4,1,44.10,17.90,0.43,1404
2166,14,4,2,47.60,20.50,0.57,1404
2167,14,4,3,58.00,29.10,1.11,1404
2168,14,4,4,66.70,37.10,1.76,1404
2169,14,4,5,76.20,48.00,2.89,1404
2170,14,4,6,87.50,58.50,2.93,1404
2171,14,4,7,92.30,64.10,3.37,1404
2172,14,4,8,89.50,62.10,2.92,1404
2173,14,4,9,82.30,53.10,1.56,1404
2174,14,4,10,69.10,39.80,1.54,1404
2175,14,4,11,55.40,27.60,0.65,1404
2176,14,4,12,45.00,19.20,0.58,1404
2177,14,5,1,41.90,19.50,0.71,1405
2178,14,5,2,46.70,22.70,1.01,1405
2179,14,5,3,57.50,32.30,1.78,1405
2180,14,5,4,67.10,41.10,2.47,1405
2181,14,5,5,76.50,51.90,4.56,1405
2182,14,5,6,87.30,62.60,3.97,1405
2183,14,5,7,92.30,67.30,4.08,1405
2184,14,5,8,90.00,65.50,3.71,1405
2185,14,5,9,82.20,56.70,2.48,1405
2186,14,5,10,69.50,43.80,2.15,1405
2187,14,5,11,55.50,31.10,1.20,1405
2188,14,5,12,43.70,22.20,1.06,1405
2189,14,6,1,40.10,20.40,0.97,1406
2190,14,6,2,45.60,24.10,1.42,1406
